StockCode,text,description,category,seasonality,gifting,perishability,price_tier,impulse,substitute_group
23355,Hot water bottle with Keep Calm design cover Category: home_comfort. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,Hot water bottle with Keep Calm design cover,home_comfort,none,high,durable,mid,medium,hot_water_bottle
48188,Coir doormat with Welcome Puppies design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat with Welcome Puppies design,home_decor,none,medium,durable,mid,low,doormat
84978,Hanging heart jar tealight holder Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Hanging heart jar tealight holder,home_decor,valentine,medium,durable,budget,high,tlight_holder
22835,Hot water bottle with I Am So Poorly knitted cover Category: home_comfort. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,Hot water bottle with I Am So Poorly knitted cover,home_comfort,none,high,durable,mid,medium,hot_water_bottle
82583,Novelty metal sign reading Hot Baths Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading Hot Baths,home_decor,none,medium,durable,budget,high,metal_sign
21977,Pack of 60 pink paisley paper cake cases for baking Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Pack of 60 pink paisley paper cake cases for baking,baking,none,low,semi_durable,budget,high,cake_cases
20719,Folding charlotte shopping bag in woodland design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: charlotte_bag.,Folding charlotte shopping bag in woodland design,bags,none,low,durable,budget,high,charlotte_bag
22961,Printed jam-making set with labels and covers Category: kitchenware. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: jam_making_set.,Printed jam-making set with labels and covers,kitchenware,none,medium,semi_durable,budget,medium,jam_making_set
22624,Ivory retro kitchen weighing scales Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: kitchen_scales.,Ivory retro kitchen weighing scales,kitchenware,none,high,durable,premium,low,kitchen_scales
21930,Large reusable jumbo storage bag in skulls design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: jumbo_bag.,Large reusable jumbo storage bag in skulls design,bags,none,low,durable,budget,high,jumbo_bag
72741,Grand chocolate-scented candle Category: candles. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: candle.,Grand chocolate-scented candle,candles,none,medium,semi_durable,budget,high,candle
23201,Large reusable jumbo bag in alphabet design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: jumbo_bag.,Large reusable jumbo bag in alphabet design,bags,none,low,durable,budget,high,jumbo_bag
20750,"Red retrospot mini storage cases, nested set Category: home_storage. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: storage_cases.","Red retrospot mini storage cases, nested set",home_storage,none,medium,durable,mid,low,storage_cases
84991,Pack of 60 teatime fairy cake paper cases for baking Category: baking. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: cake_cases.,Pack of 60 teatime fairy cake paper cases for baking,baking,none,low,semi_durable,budget,high,cake_cases
71459,Hanging jam jar tealight holder Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Hanging jam jar tealight holder,home_decor,none,low,durable,budget,high,tlight_holder
22734,Set of six vintage Christmas decorative ribbons Category: christmas_decor. Seasonality: christmas. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: ribbon.,Set of six vintage Christmas decorative ribbons,christmas_decor,christmas,low,semi_durable,mid,medium,ribbon
21481,Fawn and blue hot water bottle Category: home_comfort. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: hot_water_bottle.,Fawn and blue hot water bottle,home_comfort,none,medium,durable,mid,medium,hot_water_bottle
22149,Felt craft kit making six flower friends Category: craft. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: medium. Substitute group: felt_craft.,Felt craft kit making six flower friends,craft,none,medium,semi_durable,budget,medium,felt_craft
22507,Memo board in retrospot design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: memo_board.,Memo board in retrospot design,home_decor,none,medium,durable,mid,medium,memo_board
48111,Coir doormat with three smiley cats design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat with three smiley cats design,home_decor,none,medium,durable,mid,low,doormat
22551,Tin of novelty plasters in Spaceboy design Category: novelty. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: plasters_tin.,Tin of novelty plasters in Spaceboy design,novelty,none,low,semi_durable,budget,high,plasters_tin
82600,Novelty metal sign reading No Singing Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: metal_sign.,Novelty metal sign reading No Singing,home_decor,none,medium,durable,budget,high,metal_sign
20711,Large reusable jumbo bag in toys design Category: bags. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: jumbo_bag.,Large reusable jumbo bag in toys design,bags,none,low,durable,budget,high,jumbo_bag
21080,Set of 20 red retrospot paper napkins Category: party. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: paper_napkins.,Set of 20 red retrospot paper napkins,party,none,low,semi_durable,budget,high,paper_napkins
47566B,Tea Time party bunting decoration Category: party. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: bunting.,Tea Time party bunting decoration,party,none,medium,durable,mid,medium,bunting
21108,Assorted colour fairy cake design flannel Category: bathroom. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: flannel.,Assorted colour fairy cake design flannel,bathroom,none,low,semi_durable,budget,high,flannel
21527,Red retrospot traditional ceramic teapot Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: teapot.,Red retrospot traditional ceramic teapot,kitchenware,none,high,durable,mid,low,teapot
22087,White lace paper bunting decoration Category: party. Seasonality: none. Gifting: low. Price tier: mid. Impulse: medium. Substitute group: bunting.,White lace paper bunting decoration,party,none,low,semi_durable,mid,medium,bunting
22084,Make-your-own paper chain decoration kit in empire design Category: party. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: paper_chain_kit.,Make-your-own paper chain decoration kit in empire design,party,none,medium,semi_durable,mid,medium,paper_chain_kit
84755,Hanging coloured glass tealight holder Category: home_decor. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: tlight_holder.,Hanging coloured glass tealight holder,home_decor,none,low,durable,budget,high,tlight_holder
37503,Tea time cake stand presented in a gift box Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: cake_stand.,Tea time cake stand presented in a gift box,kitchenware,none,high,durable,premium,low,cake_stand
21314,Small glass heart-shaped trinket pot Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: trinket_box.,Small glass heart-shaped trinket pot,home_decor,valentine,medium,durable,budget,high,trinket_box
84077,Assorted design World War 2 toy gliders Category: toys. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: toy_glider.,Assorted design World War 2 toy gliders,toys,none,low,semi_durable,budget,high,toy_glider
20972,Pink and cream felt craft trinket box Category: home_decor. Seasonality: none. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: trinket_box.,Pink and cream felt craft trinket box,home_decor,none,medium,durable,budget,high,trinket_box
23173,Regency-style ceramic teapot with roses Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: teapot.,Regency-style ceramic teapot with roses,kitchenware,none,high,durable,premium,low,teapot
22728,Pink Bakelite-style retro alarm clock Category: home_decor. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: alarm_clock.,Pink Bakelite-style retro alarm clock,home_decor,none,high,durable,mid,medium,alarm_clock
84836,Zinc metal heart decoration Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: hanging_heart.,Zinc metal heart decoration,home_decor,valentine,medium,durable,budget,high,hanging_heart
21231,Sweetheart-style ceramic trinket box Category: home_decor. Seasonality: valentine. Gifting: medium. Price tier: budget. Impulse: high. Substitute group: trinket_box.,Sweetheart-style ceramic trinket box,home_decor,valentine,medium,durable,budget,high,trinket_box
47590A,Blue Happy Birthday party bunting Category: party. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: medium. Substitute group: bunting.,Blue Happy Birthday party bunting,party,none,medium,durable,mid,medium,bunting
22722,Set of six spice tins in pantry design Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: low. Substitute group: spice_tins.,Set of six spice tins in pantry design,kitchenware,none,high,durable,mid,low,spice_tins
22698,Pink Regency-style ceramic teacup and saucer Category: kitchenware. Seasonality: none. Gifting: high. Price tier: mid. Impulse: medium. Substitute group: teacup_saucer.,Pink Regency-style ceramic teacup and saucer,kitchenware,none,high,durable,mid,medium,teacup_saucer
22171,Three-hook antique white photo display shelf Category: home_decor. Seasonality: none. Gifting: medium. Price tier: premium. Impulse: low. Substitute group: photo_shelf.,Three-hook antique white photo display shelf,home_decor,none,medium,durable,premium,low,photo_shelf
21258,Large Victorian-style sewing box Category: craft. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: sewing_box.,Large Victorian-style sewing box,craft,none,high,durable,premium,low,sewing_box
21790,Pack of vintage-style snap playing cards Category: toys. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: card_game.,Pack of vintage-style snap playing cards,toys,none,low,semi_durable,budget,high,card_game
22625,Red retro kitchen weighing scales Category: kitchenware. Seasonality: none. Gifting: high. Price tier: premium. Impulse: low. Substitute group: kitchen_scales.,Red retro kitchen weighing scales,kitchenware,none,high,durable,premium,low,kitchen_scales
21955,Coir doormat in Union Jack Guns and Roses design Category: home_decor. Seasonality: none. Gifting: medium. Price tier: mid. Impulse: low. Substitute group: doormat.,Coir doormat in Union Jack Guns and Roses design,home_decor,none,medium,durable,mid,low,doormat
21791,Vintage heads-and-tails card game Category: toys. Seasonality: none. Gifting: low. Price tier: budget. Impulse: high. Substitute group: card_game.,Vintage heads-and-tails card game,toys,none,low,semi_durable,budget,high,card_game
